id,title,genres,original_language,release_date,length,rating,rating_count,plot
7737,Resident Evil: Extinction,"Horror, Action, Science Fiction",en,2007,94,6.2,206000,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp.Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp.Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp."
10315,Fantastic Mr. Fox,"Adventure, Animation, Comedy, Family",en,2009,87,7.9,270000,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
791,The Fog,"Horror, Thriller, Drama, Mystery",en,2005,100,3.7,39000,"A thick mist full of vengeful spirits haunts a prosperous island town off the coast of Oregon, as its inhabitants try to learn their town's dark secret in order to stop it.A thick mist full of vengeful spirits haunts a prosperous island town off the coast of Oregon, as its inhabitants try to learn their town's dark secret in order to stop it.A thick mist full of vengeful spirits haunts a prosperous island town off the coast of Oregon, as its inhabitants try to learn their town's dark secret in order to stop it."
215,Saw II,Horror,en,2005,93,6.6,277000,A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.
39254,Real Steel,"Action, Science Fiction, Drama",en,2011,127,7.1,356000,"In the near future, robot boxing is a top sport. A struggling ex-boxer feels he's found a champion in a discarded robot.In the near future, robot boxing is a top sport. A struggling ex-boxer feels he's found a champion in a discarded robot.In the near future, robot boxing is a top sport. A struggling ex-boxer feels he's found a champion in a discarded robot."
3291,"Good Night, and Good Luck.","Drama, History",en,2005,93,7.4,101000,Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy.Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy.Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy.
1975,The Grudge 2,"Horror, Thriller",en,2006,102,5.0,51000,Three interwoven stories about a terrible curse. A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo; a mean high school prank goes horri... Read allThree interwoven stories about a terrible curse. A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo; a mean high school prank goes horribly wrong; a woman with a deadly secret moves into a Chicago apartment building.Three interwoven stories about a terrible curse. A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo; a mean high school prank goes horribly wrong; a woman with a deadly secret moves into a Chicago apartment building.
7873,Harsh Times,"Crime, Drama, Thriller, Action",en,2005,116,6.8,69000,A tough-minded drama about two friends in South Central Los Angeles and the violence that comes between them.A tough-minded drama about two friends in South Central Los Angeles and the violence that comes between them.A tough-minded drama about two friends in South Central Los Angeles and the violence that comes between them.
10033,Just Friends,"Comedy, Romance",en,2005,96,6.2,127000,"While visiting his hometown during Christmas, a man comes face-to-face with his old high-school crush and best friend--a woman whose rejection of him turned him into a ferocious womanizer.While visiting his hometown during Christmas, a man comes face-to-face with his old high-school crush and best friend--a woman whose rejection of him turned him into a ferocious womanizer.While visiting his hometown during Christmas, a man comes face-to-face with his old high-school crush and best friend--a woman whose rejection of him turned him into a ferocious womanizer."
10118,Material Girls,Comedy,en,2006,98,3.9,23000,"Two wealthy sisters, both heiresses to their family's cosmetics fortune, are given a wake-up call when a scandal and ensuing investigation strip them of their wealth.Two wealthy sisters, both heiresses to their family's cosmetics fortune, are given a wake-up call when a scandal and ensuing investigation strip them of their wealth.Two wealthy sisters, both heiresses to their family's cosmetics fortune, are given a wake-up call when a scandal and ensuing investigation strip them of their wealth."
16367,Kinky Boots,"Comedy, Drama, Music",en,2005,107,7.1,21000,"A drag queen comes to the rescue of a man who, after inheriting his father's shoe factory, needs to diversify his product if he wants to keep the business afloat.A drag queen comes to the rescue of a man who, after inheriting his father's shoe factory, needs to diversify his product if he wants to keep the business afloat.A drag queen comes to the rescue of a man who, after inheriting his father's shoe factory, needs to diversify his product if he wants to keep the business afloat."
7511,The Last Kiss,"Comedy, Drama, Romance",en,2006,115,6.4,42000,"Michael, at 30, has a great job, still have his four best friends, and has a beautiful girlfriend, but his life seems predictable. Until he meets a college girl. It seems that everybody's ha... Read allMichael, at 30, has a great job, still have his four best friends, and has a beautiful girlfriend, but his life seems predictable. Until he meets a college girl. It seems that everybody's having relationship problems.Michael, at 30, has a great job, still have his four best friends, and has a beautiful girlfriend, but his life seems predictable. Until he meets a college girl. It seems that everybody's having relationship problems."
9392,The Descent,"Adventure, Horror",en,2005,99,7.2,247000,"A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators.A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators.A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators."
9785,The Invisible,"Fantasy, Thriller, Mystery",en,2007,102,6.1,37000,A teenager is left invisible to the living after an attack.A teenager is left invisible to the living after an attack.A teenager is left invisible to the living after an attack.
14859,Keith,"Drama, Romance",en,2008,95,7.4,37000,"Natalie, head of her curriculum activities in high school and riding on a tennis scholarship for college, gets Keith as her Chemistry lab partner. As Natalie can be uptight, Keith proves to ... Read allNatalie, head of her curriculum activities in high school and riding on a tennis scholarship for college, gets Keith as her Chemistry lab partner. As Natalie can be uptight, Keith proves to be the opposite, even while hiding a secret.Natalie, head of her curriculum activities in high school and riding on a tennis scholarship for college, gets Keith as her Chemistry lab partner. As Natalie can be uptight, Keith proves to be the opposite, even while hiding a secret."
1738,Next,"Action, Science Fiction, Thriller",en,2007,96,6.2,166000,A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.
8998,Friends with Money,"Comedy, Drama, Romance",en,2006,88,5.8,32000,"After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends."
19585,G-Force,"Animation, Family, Fantasy, Action, Adventure, Comedy",en,2009,88,5.1,50000,A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.
1165,The Queen,"Drama, History",en,2006,103,7.3,116000,"After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted."
10007,See No Evil,"Horror, Thriller",en,2006,84,5.0,29000,"A group of delinquents are sent to clean the Blackwell Hotel. Little do they know reclusive psychopath Jacob Goodnight has holed away in the rotting hotel. When one of the teens is captured,... Read allA group of delinquents are sent to clean the Blackwell Hotel. Little do they know reclusive psychopath Jacob Goodnight has holed away in the rotting hotel. When one of the teens is captured, those who remain - a group that includes the cop who put a bullet in Goodnight's head fou... Read allA group of delinquents are sent to clean the Blackwell Hotel. Little do they know reclusive psychopath Jacob Goodnight has holed away in the rotting hotel. When one of the teens is captured, those who remain - a group that includes the cop who put a bullet in Goodnight's head four years ago - band together to survive against the brutal killer."
39414,Paper Man,"Comedy, Drama",en,2009,110,6.5,20000,A washed-up writer forms an unlikely friendship with a teenager from Long Island.A washed-up writer forms an unlikely friendship with a teenager from Long Island.A washed-up writer forms an unlikely friendship with a teenager from Long Island.
13751,Akeelah and the Bee,Drama,en,2006,112,7.4,22000,"Akeelah, a young gifted girl, comes from a dysfunctional family and is on the verge of quitting school. She discovers that she has a high aptitude for spellings and enters a spelling bee con... Read allAkeelah, a young gifted girl, comes from a dysfunctional family and is on the verge of quitting school. She discovers that she has a high aptitude for spellings and enters a spelling bee contest.Akeelah, a young gifted girl, comes from a dysfunctional family and is on the verge of quitting school. She discovers that she has a high aptitude for spellings and enters a spelling bee contest."
10961,Behind the Mask: The Rise of Leslie Vernon,"Comedy, Horror, Thriller",en,2006,92,6.7,25000,The next great killer and psychopath has given a documentary film crew exclusive access to his life as he plans his reign of terror over the quiet town of Glen Echo.The next great killer and psychopath has given a documentary film crew exclusive access to his life as he plans his reign of terror over the quiet town of Glen Echo.The next great killer and psychopath has given a documentary film crew exclusive access to his life as he plans his reign of terror over the quiet town of Glen Echo.
9957,The Benchwarmers,Comedy,en,2006,85,5.5,55000,A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard children's Little League squads.A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard children's Little League squads.A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard children's Little League squads.
950,Ice Age: The Meltdown,"Animation, Family, Comedy, Adventure",en,2006,91,6.8,297000,"Manny, Sid and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny is not in fact the last of the wo... Read allManny, Sid and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny is not in fact the last of the woolly mammoths.Manny, Sid and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny is not in fact the last of the woolly mammoths."
13689,Peaceful Warrior,Drama,en,2006,120,7.2,30000,"Dan, a college student and a world-champion gymnast, is disturbed and wants to add some meaning to his life. A chance encounter leads him to discover an enlightened way ahead.Dan, a college student and a world-champion gymnast, is disturbed and wants to add some meaning to his life. A chance encounter leads him to discover an enlightened way ahead.Dan, a college student and a world-champion gymnast, is disturbed and wants to add some meaning to his life. A chance encounter leads him to discover an enlightened way ahead."
534,Terminator Salvation,"Action, Science Fiction, Thriller",en,2009,115,6.5,378000,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and ... Read allIn 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?"
298618,The Flash,"Action, Adventure, Science Fiction",en,2023,144,6.7,211000,"Barry Allen uses his super speed to change the past, but his attempt to save his family creates a world without super heroes, forcing him to race for his life in order to save the future.Barry Allen uses his super speed to change the past, but his attempt to save his family creates a world without super heroes, forcing him to race for his life in order to save the future.Barry Allen uses his super speed to change the past, but his attempt to save his family creates a world without super heroes, forcing him to race for his life in order to save the future."
9035,Slither,"Horror, Science Fiction, Comedy",en,2006,95,6.5,89000,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters."
17111,Shutter,"Horror, Mystery, Thriller",th,2004,97,7.0,49000,A young photographer and his girlfriend discover mysterious shadows in their photographs after a tragic accident. They soon learn that you can not escape your past.A young photographer and his girlfriend discover mysterious shadows in their photographs after a tragic accident. They soon learn that you can not escape your past.A young photographer and his girlfriend discover mysterious shadows in their photographs after a tragic accident. They soon learn that you can not escape your past.
2503,The Bourne Ultimatum,"Action, Drama, Mystery, Thriller",en,2007,115,8.0,658000,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.
9502,Kung Fu Panda,"Action, Adventure, Animation, Family, Comedy",en,2008,92,7.6,523000,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is o... Read allTo everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way."
1252,Lonely Hearts,"Drama, Thriller, Crime, Romance",en,2006,108,6.4,22000,"Based on the true story, two homicide detectives track Martha Beck and Raymond Martinez Fernandez, a murderous pair known as the ""Lonely Hearts Killers"" who lured their victims through the p... Read allBased on the true story, two homicide detectives track Martha Beck and Raymond Martinez Fernandez, a murderous pair known as the ""Lonely Hearts Killers"" who lured their victims through the personals.Based on the true story, two homicide detectives track Martha Beck and Raymond Martinez Fernandez, a murderous pair known as the ""Lonely Hearts Killers"" who lured their victims through the personals."
10069,Stay Alive,"Horror, Thriller",en,2006,85,5.0,34000,"For a group of teens, the answer to the mysterious death of their old friend lies within the world of an online video game based on the true story of an ancient noblewoman known as the Blood... Read allFor a group of teens, the answer to the mysterious death of their old friend lies within the world of an online video game based on the true story of an ancient noblewoman known as the Blood Countess.For a group of teens, the answer to the mysterious death of their old friend lies within the world of an online video game based on the true story of an ancient noblewoman known as the Blood Countess."
508664,Danger Close: The Battle of Long Tan,"War, Action, Drama, History",en,2019,118,6.8,15000,"In August 1966, in a Vietnamese rubber plantation called Long Tan, 108 young and inexperienced Australian and New Zealand soldiers are fighting for their lives against 2500 North Vietnamese ... Read allIn August 1966, in a Vietnamese rubber plantation called Long Tan, 108 young and inexperienced Australian and New Zealand soldiers are fighting for their lives against 2500 North Vietnamese and Viet Cong soldiers.In August 1966, in a Vietnamese rubber plantation called Long Tan, 108 young and inexperienced Australian and New Zealand soldiers are fighting for their lives against 2500 North Vietnamese and Viet Cong soldiers."
219,Volver,"Comedy, Drama, Romance",es,2006,121,7.6,108000,"After her death, a mother returns to her home town in order to fix the situations she couldn't resolve during her life.After her death, a mother returns to her home town in order to fix the situations she couldn't resolve during her life.After her death, a mother returns to her home town in order to fix the situations she couldn't resolve during her life."
2310,Beowulf,"Adventure, Action, Animation",en,2007,115,6.3,174000,"The warrior Beowulf must fight and defeat the monster Grendel, who is terrorizing Denmark, then Grendel's Mother, who begins killing out of revenge.The warrior Beowulf must fight and defeat the monster Grendel, who is terrorizing Denmark, then Grendel's Mother, who begins killing out of revenge.The warrior Beowulf must fight and defeat the monster Grendel, who is terrorizing Denmark, then Grendel's Mother, who begins killing out of revenge."
72976,Lincoln,"History, Drama",en,2012,150,7.3,273000,"As the Civil War rages on, U.S President Abraham Lincoln struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on his decision to emancipate the ... Read allAs the Civil War rages on, U.S President Abraham Lincoln struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on his decision to emancipate the slaves.As the Civil War rages on, U.S President Abraham Lincoln struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on his decision to emancipate the slaves."
7461,Vantage Point,"Drama, Action, Thriller, Crime",en,2008,90,6.6,154000,The attempted assassination of the American President is told and re-told from several different perspectives.The attempted assassination of the American President is told and re-told from several different perspectives.The attempted assassination of the American President is told and re-told from several different perspectives.
13499,"Yours, Mine & Ours","Comedy, Family, Romance",en,2005,88,5.5,30000,"A widowed Coast Guard Admiral and a widowed handbag designer fall in love and marry, much to the dismay of his 8 and her 10 children.A widowed Coast Guard Admiral and a widowed handbag designer fall in love and marry, much to the dismay of his 8 and her 10 children.A widowed Coast Guard Admiral and a widowed handbag designer fall in love and marry, much to the dismay of his 8 and her 10 children."
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,en,2006,84,7.4,442000,Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world.Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world.Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world.
283350,Before We Go,"Comedy, Drama, Romance",en,2014,95,6.8,64000,Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of ... Read allTwo strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.
14636,The Condemned,"Action, Thriller",en,2007,114,6.0,54000,"Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the d... Read allJack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom goin... Read allJack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor."
1125,Dreamgirls,"Drama, Music",en,2006,130,6.6,77000,"A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way."
10982,Hoodwinked!,"Animation, Comedy, Family, Crime",en,2005,80,6.5,66000,"Little Red Riding Hood, the Wolf, the Woodsman and Granny all tell the police the events that led up to their encounter.Little Red Riding Hood, the Wolf, the Woodsman and Granny all tell the police the events that led up to their encounter.Little Red Riding Hood, the Wolf, the Woodsman and Granny all tell the police the events that led up to their encounter."
1491,The Illusionist,"Fantasy, Drama, Thriller, Romance",en,2006,110,7.5,390000,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing."
13461,Melissa P.,Drama,it,2005,100,4.8,7000,"An adolescent girl, living with her mother and her grandmother, will have her first sexual experiences in a heavy and excessive way.An adolescent girl, living with her mother and her grandmother, will have her first sexual experiences in a heavy and excessive way.An adolescent girl, living with her mother and her grandmother, will have her first sexual experiences in a heavy and excessive way."
5820,The Sentinel,"Action, Thriller, Crime",en,2006,108,6.1,52000,A Secret Service agent is framed as the mole in an assassination attempt on the President. He must clear his name and foil another assassination attempt while on the run from a Secret Servic... Read allA Secret Service agent is framed as the mole in an assassination attempt on the President. He must clear his name and foil another assassination attempt while on the run from a Secret Service Protective Intelligence Division agent.A Secret Service agent is framed as the mole in an assassination attempt on the President. He must clear his name and foil another assassination attempt while on the run from a Secret Service Protective Intelligence Division agent.
7840,"10,000 BC","Adventure, Action, Drama, Fantasy",en,2008,109,5.1,136000,"In the prehistoric past, D'Leh is a mammoth hunter who bonds with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh must embark on an odyssey to save h... Read allIn the prehistoric past, D'Leh is a mammoth hunter who bonds with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh must embark on an odyssey to save his true love.In the prehistoric past, D'Leh is a mammoth hunter who bonds with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh must embark on an odyssey to save his true love."
4512,The Assassination of Jesse James by the Coward Robert Ford,"Action, Drama, Western",en,2007,160,7.5,193000,"Robert Ford, who has idolized Jesse James since childhood, tries hard to join the resurgent gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.Robert Ford, who has idolized Jesse James since childhood, tries hard to join the resurgent gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.Robert Ford, who has idolized Jesse James since childhood, tries hard to join the resurgent gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader."
8836,The X Files: I Want to Believe,"Drama, Mystery, Science Fiction, Thriller",en,2008,104,5.9,94000,Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.
1949,Zodiac,"Crime, Drama, Mystery, Thriller",en,2007,157,7.7,599000,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California wi... Read allBetween 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree."
9687,Keeping Mum,Comedy,en,2005,99,6.8,36000,"A pastor preoccupied with writing the perfect sermon fails to realize that his wife is having an affair, and his children are up to no good.A pastor preoccupied with writing the perfect sermon fails to realize that his wife is having an affair, and his children are up to no good.A pastor preoccupied with writing the perfect sermon fails to realize that his wife is having an affair, and his children are up to no good."
1683,The Reaping,Horror,en,2007,99,5.6,45000,"A former Christian missionary, who specializes in debunking religious phenomena, investigates a small town which seems to be suffering from the 10 biblical plagues.A former Christian missionary, who specializes in debunking religious phenomena, investigates a small town which seems to be suffering from the 10 biblical plagues.A former Christian missionary, who specializes in debunking religious phenomena, investigates a small town which seems to be suffering from the 10 biblical plagues."
4688,Across the Universe,"Drama, Romance, Fantasy",en,2007,133,7.3,114000,The music of The Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.The music of The Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.The music of The Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.
9955,Blades of Glory,Comedy,en,2007,93,6.3,178000,"In 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow t... Read allIn 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow them to qualify as a pairs team.In 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow them to qualify as a pairs team."
4351,Bordertown,"Crime, Drama, Mystery, Thriller",en,2007,112,6.0,11000,A journalist investigates a series of murders near American-owned factories on the border of Juarez and El Paso.A journalist investigates a series of murders near American-owned factories on the border of Juarez and El Paso.A journalist investigates a series of murders near American-owned factories on the border of Juarez and El Paso.
1441,The Contract,"Drama, Action, Thriller, Crime",en,2006,96,5.6,26000,"A father and his son attempt to bring in an assassin to the authorities, but his dangerous associates have other plans.A father and his son attempt to bring in an assassin to the authorities, but his dangerous associates have other plans.A father and his son attempt to bring in an assassin to the authorities, but his dangerous associates have other plans."
11652,Invincible,"Drama, History",en,2006,105,7.0,75000,"Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976.Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976.Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976."
1534,Pathfinder,"Adventure, Action",en,2007,99,5.4,46000,"A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen.A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen.A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen."
22538,Scott Pilgrim vs. the World,"Action, Comedy, Romance",en,2010,112,7.6,465000,"In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart."
12763,Take the Lead,"Drama, Comedy, Music",en,2006,118,6.6,27000,"A dance teacher offers to conduct detention for a group of misfit students by teaching them ballroom dancing. He overcomes their insecurities and prejudices, to enter them in a dance competi... Read allA dance teacher offers to conduct detention for a group of misfit students by teaching them ballroom dancing. He overcomes their insecurities and prejudices, to enter them in a dance competition.A dance teacher offers to conduct detention for a group of misfit students by teaching them ballroom dancing. He overcomes their insecurities and prejudices, to enter them in a dance competition."
14202,The Painted Veil,"Romance, Drama",en,2006,125,7.4,96000,"Dr Walter gets married to the beautiful Kitty but soon finds out that she is cheating on him. Battling his way through problems, he heads to China to fight a dreaded disease spread in a smal... Read allDr Walter gets married to the beautiful Kitty but soon finds out that she is cheating on him. Battling his way through problems, he heads to China to fight a dreaded disease spread in a small village.Dr Walter gets married to the beautiful Kitty but soon finds out that she is cheating on him. Battling his way through problems, he heads to China to fight a dreaded disease spread in a small village."
13811,Knowing,"Action, Mystery, Science Fiction, Thriller",en,2009,121,6.2,248000,M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.
287947,Shazam!,"Action, Comedy, Fantasy",en,2019,132,7.0,385000,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.
1272,Sunshine,"Drama, Science Fiction, Thriller",en,2007,107,7.2,268000,A team of international astronauts is sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.A team of international astronauts is sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.A team of international astronauts is sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.
8960,Hancock,"Fantasy, Action",en,2008,92,6.4,512000,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.
2486,Eragon,"Fantasy, Action, Adventure, Family",en,2006,104,5.1,131000,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realizes he's the one person who can defend his home agai... Read allIn his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realizes he's the one person who can defend his home against an evil king.In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realizes he's the one person who can defend his home against an evil king."
773,Little Miss Sunshine,"Comedy, Drama",en,2006,101,7.8,518000,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.
